"tag","timeStamp","duration"
"NA","00:00","0"
"DST_One_Window_Start","00:14:13","58"
"DST_One_Window_Incorrect","00:14:51","1"
"DST_One_Window_Incorrect","00:15:04","1"
"DST_One_Window_Incorrect","00:15:06","1"
"DST_One_Window_Incorrect","00:15:09","1"
"Benton_One_Window_Start","00:15:24","21"
"DST_Two_Windows_Start","00:16:42","60"
"DST_Two_Windows_Incorrect","00:17:18","1"
"DST_Two_Windows_Incorrect","00:17:22","1"
"DST_Two_Windows_Incorrect","00:17:24","1"
"DST_Two_Windows_Incorrect","00:17:36","1"
"DST_Two_Windows_Incorrect","00:17:37","1"
"DST_Two_Windows_Incorrect","00:17:41 (1)","1"
"DST_Two_Windows_Incorrect","00:17:41 (2)","1"
"Benton_Two_Windows_Start","00:17:50","23"
"DST_Red_Classroom_Incorrect","00:20:21 (2)","1"
"DST_Red_Classroom_Start","00:20:44","66"
"DST_Red_Classroom_Incorrect","00:20:51 (1)","1"
"DST_Red_Classroom_Incorrect","00:21:08","1"
"DST_Red_Classroom_Incorrect","00:21:22","1"
"DST_Red_Classroom_Incorrect","00:21:25","1"
"DST_Red_Classroom_Incorrect","00:21:29","1"
"DST_Red_Classroom_Incorrect","00:21:46","1"
"DST_Red_Classroom_Incorrect","00:21:50","1"
"Benton_Red_Classroom_Start","00:22:14","12"
"Benton_Red_Classroom_Incorrect","00:22:21","1"
"DST_Blue_Classroom_Start","00:23:34","54"
"DST_Blue_Classroom_Incorrect","00:24:11","1"
"DST_Blue_Classroom_Incorrect","00:24:12","1"
"DST_Blue_Classroom_Incorrect","00:24:28","1"
"Benton_Blue_Classroom_Start","00:24:35","21"
"DST_With_Teacher_Start","00:28:54","66"
"DST_With_Teacher_Incorrect","00:28:59","1"
"DST_With_Teacher_Incorrect","00:29:03","1"
"DST_With_Teacher_Incorrect","00:29:16","1"
"DST_With_Teacher_Incorrect","00:29:17","1"
"DST_With_Teacher_Incorrect","00:29:18","1"
"DST_With_Teacher_Incorrect","00:29:31","1"
"DST_With_Teacher_Incorrect","00:29:34","1"
"DST_With_Teacher_Incorrect","00:29:36","1"
"DST_With_Teacher_Incorrect","00:29:37","1"
"DST_With_Teacher_Incorrect","00:29:54","1"
"DST_With_Teacher_Incorrect","00:29:57","1"
"Benton_With_Teacher_Start","00:30:17","27 "
"Benton_With_Teacher_Incorrect","00:30:30","1"
"Stroop_Two_Windows_Start","00:36:14","26"
"PST_Two_Windows_Start","00:36:51","15"
"PST_Two_Windows_Incorrect","00:37:03","1"
"VMT_Two_Windows_Start","00:37:14","37"
"VMT_Two_Windows_Incorrect","00:37:34","1"
"VMT_Two_Windows_Incorrect","00:37:36","1"
"VMT_Two_Windows_Incorrect","00:37:37","1"
"VMT_Two_Windows_Incorrect","00:37:38 (1)","1"
"VMT_Two_Windows_Incorrect","00:37:38 (2)","1"
"VMT_Two_Windows_Incorrect","00:37:39","1"
"VMT_Two_Windows_Incorrect","00:37:41","1"
"VMT_Two_Windows_Incorrect","00:37:43","1"
"Stroop_One_Window_Start","00:42:08","26"
"PST_One_Window_Start","00:42:45","15"
"VMT_One_Window_Start","00:43:10","36"
"VMT_One_Window_Incorrect","00:43:27","1"
"VMT_One_Window_Incorrect","00:43:29","1"
"VMT_One_Window_Incorrect","00:43:30 (1)","1"
"VMT_One_Window_Incorrect","00:43:30 (2)","1"
"VMT_One_Window_Incorrect","00:43:31","1"
"VMT_One_Window_Incorrect","00:43:35","1"
"VMT_One_Window_Incorrect","00:43:36","1"
"VMT_One_Window_Incorrect","00:43:37","1"
"VMT_One_Window_Incorrect","00:43:39","1"
"VMT_One_Window_Incorrect","00:43:40","1"
"VMT_One_Window_Incorrect","00:43:41","1"
"VMT_One_Window_Incorrect","00:43:42","1"
"VMT_One_Window_Incorrect","00:43:43","1"
"Stroop_Blue_Classroom_Start","00:46:12","26"
"Stroop_Blue_Classroom_Incorrect","00:46:14","1"
"Stroop_Blue_Classroom_Incorrect","00:46:28","1"
"Stroop_Blue_Classroom_Incorrect","00:46:33 ","1"
"PST_Blue_Classroom_Start","00:46:48","15"
"PST_Blue_Classroom_Incorrect","00:46:59","1"
"VMT_Blue_Classroom_Start","00:47:13","31"
"VMT_Blue_Classroom_Incorrect","00:47:40","1"
"VMT_Blue_Classroom_Incorrect","00:47:43","1"
"Stroop_With_Teacher_Start","00:48:10","26"
"PST_With_Teacher_Start","00:48:45","15"
"VMT_With_Teacher_Start","00:49:07","33"
"VMT_With_Teacher_Incorrect","00:49:29","1"
"Stroop_Red_Classroom_Start","00:50:04","26"
"Stroop_Red_Classroom_Incorrect","00:50:15","1"
"Stroop_Red_Classroom_Incorrect","00:50:29","1"
"PST_Red_Classroom_Start","00:50:41","15"
"VMT_Red_Classroom_Start","00:51:09","26"
"Benton_One_Window_Incorrect","00:NA","1"
"Stroop_One_Window_Incorrect","00:NA","1"
"PST_One_Window_Incorrect","00:NA","1"
"Benton_Two_Windows_Incorrect","00:NA","1"
"Stroop_Two_Windows_Incorrect","00:NA","1"
"Benton_Blue_Classroom_Incorrect","00:NA","1"
"PST_Red_Classroom_Incorrect","00:NA","1"
"VMT:_Red_Classroom_Incorrect","00:NA","1"
"Stroop_With_Teacher_Incorrect","00:NA","1"
"PST_With_Teacher_Incorrect","00:NA","1"
